Phylo,Species,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Buteo swainsoni,Buteo_swainsoni,Accipitridae,Accipitriformes,35.3,21,13.6,16.6,60.7,383.7,175.2,201.8,46.6,193.6,946.6,Grassland,3,3,Carnivore,Vertivore,Insessorial,24.73,57.08,40.95,-107.07,4303055.16,Extant
Buteo ventralis,Buteo_ventralis,Accipitridae,Accipitriformes,37.2,23.2,13,19,76.8,359,118.4,240.6,33,221.5,1190.5,Forest,1,2,Carnivore,Vertivore,Insessorial,-55.92,-35.01,-47.95,-71.73,536992.07,Extant
Buteogallus aequinoctialis,Buteogallus_aequinoctialis,Accipitridae,Accipitriformes,36.1,23.3,11.2,16,73.3,316.2,78.8,237.5,24.9,147.2,657.6,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-25.99,10.72,-3.65,-47.36,132570.12,Extant
Buteogallus anthracinus,Buteogallus_anthracinus,Accipitridae,Accipitriformes,39.6,25.1,12.9,17.5,78.6,355.2,106,239.5,30.7,206.2,975.1,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-3.68,34.7,18.62,-93.02,1898078.97,Extant
Buteogallus gundlachii,Buteogallus_gundlachii,Accipitridae,Accipitriformes,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190,975.1,Woodland,2,1,Carnivore,Omnivore,Insessorial,19.83,23.28,21.78,-80.11,14641.79,Extant
Buteogallus meridionalis,Buteogallus_meridionalis,Accipitridae,Accipitriformes,36,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,808,Grassland,3,1,Carnivore,Vertivore,Insessorial,-44.24,12.46,-12.06,-55.31,10432463.33,Extant
Buteogallus urubitinga,Buteogallus_urubitinga,Accipitridae,Accipitriformes,46,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22,255.6,1152.9,Woodland,2,1,Carnivore,Vertivore,Insessorial,-35.14,28.11,-7.52,-61.52,13126253.65,Extant
Chelictinia riocourii,Chelictinia_riocourii,Accipitridae,Accipitriformes,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192,110,Shrubland,2,1,Carnivore,Invertivore,Aerial,-0.08,19.65,14.35,10.53,5425285.72,Extant
Chondrohierax uncinatus,Chondrohierax_uncinatus,Accipitridae,Accipitriformes,36.2,27,12.4,18.4,33.6,285.3,59.8,224.2,21,197.6,286.1,Forest,2,2,Carnivore,Invertivore,Insessorial,-27.24,26.3,-2.71,-64.2,9787616.08,Extant
Chondrohierax wilsonii,Chondrohierax_wilsonii,Accipitridae,Accipitriformes,38.4,30.4,11.8,20.6,23,244,63.5,180.5,26,185,286.1,Forest,2,2,Carnivore,Invertivore,Insessorial,20.18,20.75,20.47,-74.96,3890.11,Extant
Circaetus beaudouini,Circaetus_beaudouini,Accipitridae,Accipitriformes,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500,Woodland,2,1,Carnivore,Vertivore,Insessorial,5.44,20.86,11.2,6.2,3453409.14,Extant
Circaetus cinerascens,Circaetus_cinerascens,Accipitridae,Accipitriformes,42.2,29,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.4,16,-0.6,18.67,5762003,Extant
Circaetus cinereus,Circaetus_cinereus,Accipitridae,Accipitriformes,54.7,40.6,15.8,28.6,94.3,517.8,222,295.2,42.9,254,2048,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-30.93,18.54,-3.63,22.83,11541044.04,Extant
Circaetus fasciolatus,Circaetus_fasciolatus,Accipitridae,Accipitriformes,39.8,27.7,13.9,23,71.7,362.2,101.5,260.8,28,227,1013.6,Woodland,3,1,Carnivore,Vertivore,Insessorial,-29.24,1.34,-10.35,37.83,734455.97,Extant
Circaetus gallicus,Circaetus_gallicus,Accipitridae,Accipitriformes,47,35,15.5,24.6,90.9,537,216.8,320.2,40.5,280.4,1699.1,Woodland,3,3,Carnivore,Vertivore,Aerial,-10.94,60.6,40.79,51.26,12695589.93,Extant
Circaetus pectoralis,Circaetus_pectoralis,Accipitridae,Accipitriformes,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,Woodland,2,1,Carnivore,Vertivore,Generalist,-31.71,15.86,-10.32,28.83,9328714.6,Extant
Circus aeruginosus,Circus_aeruginosus,Accipitridae,Accipitriformes,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,Wetland,3,2,Carnivore,Vertivore,Aerial,29.17,66.56,50.03,51.14,13390803.81,Extant
Circus approximans,Circus_approximans,Accipitridae,Accipitriformes,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225,44.7,233.2,746.2,Wetland,3,2,Carnivore,Vertivore,Aerial,-47.28,-13.07,-33.9,146.38,2033024.84,Extant
Circus assimilis,Circus_assimilis,Accipitridae,Accipitriformes,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234,45,271.1,558.6,Grassland,3,2,Carnivore,Vertivore,Aerial,-39.14,1.76,-25,134.02,7817547.59,Extant
Circus buffoni,Circus_buffoni,Accipitridae,Accipitriformes,41.4,20.9,12.7,16.6,85.3,436,210,226,48.2,265,507.4,Grassland,3,2,Carnivore,Vertivore,Aerial,-41.17,10.7,-22.38,-55.29,4327364.53,Extant
Circus cinereus,Circus_cinereus,Accipitridae,Accipitriformes,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.7,Grassland,3,2,Carnivore,Vertivore,Aerial,-55.98,6.79,-36.62,-69.21,2424495.35,Extant
Circus cyaneus,Circus_cyaneus,Accipitridae,Accipitriformes,30.6,16.6,9.9,13.1,76.5,355,159.6,198,44.7,172.3,393,Grassland,3,3,Carnivore,Vertivore,Aerial,30.02,73.38,56.03,7.66,29678658.41,Extant
Circus macrosceles,Circus_macrosceles,Accipitridae,Accipitriformes,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,Grassland,3,1,Carnivore,Vertivore,Aerial,-24.47,-11.36,-19.14,46.18,412352.02,Extant
Circus macrourus,Circus_macrourus,Accipitridae,Accipitriformes,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,Grassland,3,3,Carnivore,Vertivore,Aerial,41.23,58.45,51.02,62.85,6168290.72,Extant
Circus maillardi,Circus_maillardi,Accipitridae,Accipitriformes,37.4,19.9,11.1,16.6,83.5,353.2,144,214.8,40.2,229,663.6,Forest,1,1,Carnivore,Vertivore,Aerial,-21.36,-20.88,-21.1,55.53,1488.84,Extant
Circus maurus,Circus_maurus,Accipitridae,Accipitriformes,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509,Shrubland,2,1,Carnivore,Vertivore,Aerial,-34.84,-18.52,-30.91,22.27,597211.38,Extant
Circus melanoleucos,Circus_melanoleucos,Accipitridae,Accipitriformes,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214,336.3,Grassland,3,3,Carnivore,Vertivore,Aerial,25.99,54.28,49.1,122.04,1811211.65,Extant
Circus pygargus,Circus_pygargus,Accipitridae,Accipitriformes,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.8,Grassland,3,3,Carnivore,Vertivore,Aerial,30.56,60.25,49.91,45.8,6837154.32,Extant
Circus ranivorus,Circus_ranivorus,Accipitridae,Accipitriformes,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44,226.8,507,Wetland,3,1,Carnivore,Vertivore,Aerial,-34.84,5.39,-14.6,29.56,4426338.22,Extant
Circus spilonotus,Circus_spilonotus,Accipitridae,Accipitriformes,36.4,20.5,11.9,15.1,87.5,390.9,160.2,230.4,40.9,228.2,558.8,Wetland,3,3,Carnivore,Vertivore,Aerial,-10.15,64.43,52.4,121.64,5799481.42,Extant
Dryotriorchis spectabilis,Dryotriorchis_spectabilis,Accipitridae,Accipitriformes,36.5,27.6,13,21.3,65.8,290.5,77,213.5,26.5,240.2,697,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.83,8.88,2.03,15.98,2884763,Extant
Elanoides forficatus,Elanoides_forficatus,Accipitridae,Accipitriformes,29.4,19,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Forest,2,3,Carnivore,Invertivore,Generalist,-36.81,47.17,-5.62,-60.19,13295665.49,Extant
Elanus axillaris,Elanus_axillaris,Accipitridae,Accipitriformes,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,Grassland,3,2,Carnivore,Vertivore,Aerial,-43.06,-10.69,-25.69,134.44,7649038.18,Extant
Elanus caeruleus,Elanus_caeruleus,Accipitridae,Accipitriformes,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Grassland,3,2,Carnivore,Vertivore,Aerial,-34.84,46.65,3.69,41.21,26685941.8,Extant
Elanus leucurus,Elanus_leucurus,Accipitridae,Accipitriformes,25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,Human Modified,3,2,Carnivore,Vertivore,Aerial,-43.45,46.27,-8.72,-64.01,12522294.39,Extant
Elanus scriptus,Elanus_scriptus,Accipitridae,Accipitriformes,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,Grassland,3,2,Carnivore,Vertivore,Aerial,-30.46,-12.04,-22.87,139.41,727463.72,Extant
Erythrotriorchis buergersi,Erythrotriorchis_buergersi,Accipitridae,Accipitriformes,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,Forest,1,1,Carnivore,Vertivore,Generalist,-10.48,-2.39,-5.51,142.42,152406.32,Extant
Erythrotriorchis radiatus,Erythrotriorchis_radiatus,Accipitridae,Accipitriformes,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.4,Forest,1,1,Carnivore,Vertivore,Aerial,-29.57,-11.12,-17.74,138.86,1074830.71,Extant
Eutriorchis astur,Eutriorchis_astur,Accipitridae,Accipitriformes,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.4,-13.61,-16.44,49.12,34460.57,Extant
Gampsonyx swainsonii,Gampsonyx_swainsonii,Accipitridae,Accipitriformes,16.2,10.4,7.1,8.4,26,147.7,55.9,96.8,36.5,97.9,92.9,Forest,2,1,Carnivore,Vertivore,Insessorial,-27.6,13.9,-8.71,-56.23,10266134.72,Extant
Geranoaetus melanoleucus,Geranoaetus_melanoleucus,Accipitridae,Accipitriformes,50.5,31,15.4,23,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Shrubland,2,1,Carnivore,Vertivore,Aerial,-55.98,9.54,-27.4,-60.94,6807951.84,Extant
Geranospiza caerulescens,Geranospiza_caerulescens,Accipitridae,Accipitriformes,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Woodland,2,1,Carnivore,Vertivore,Insessorial,-33.91,28.85,-6.64,-60.96,14333669.12,Extant
Gypaetus barbatus,Gypaetus_barbatus,Accipitridae,Accipitriformes,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5695,Rock,3,2,Scavenger,Scavenger,Terrestrial,-31.4,51.5,34.75,76.41,8369572.33,Extant
Gypohierax angolensis,Gypohierax_angolensis,Accipitridae,Accipitriformes,57.5,41,14.1,23.3,77.3,419,127.3,296.6,30,196.8,1600,Forest,2,1,Herbivore,Frugivore,Insessorial,-32.46,15.3,-1.17,16.99,9715580.32,Extant
Gyps africanus,Gyps_africanus,Accipitridae,Accipitriformes,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,-30.05,17.01,-2.52,23.47,10465544.7,Extant
Gyps bengalensis,Gyps_bengalensis,Accipitridae,Accipitriformes,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.3,34.17,23.99,83.33,3047965.15,Extant
Gyps coprotheres,Gyps_coprotheres,Accipitridae,Accipitriformes,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-34.81,-20.54,-27.31,27.73,671208.3,Extant
Gyps fulvus,Gyps_fulvus,Accipitridae,Accipitriformes,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436,Grassland,3,1,Scavenger,Scavenger,Terrestrial,13.36,49.36,36.3,52.81,3487541.03,Extant
Gyps himalayensis,Gyps_himalayensis,Accipitridae,Accipitriformes,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,Rock,3,1,Scavenger,Scavenger,Terrestrial,24.19,48.88,34.8,88.99,3859146.13,Extant
Gyps indicus,Gyps_indicus,Accipitridae,Accipitriformes,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.04,30.71,23.08,77.41,1117987.16,Extant
Gyps rueppellii,Gyps_rueppellii,Accipitridae,Accipitriformes,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7400,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-9.55,19.65,9.89,20.78,6445230.81,Extant
Gyps tenuirostris,Gyps_tenuirostris,Accipitridae,Accipitriformes,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,Woodland,3,1,Scavenger,Scavenger,Terrestrial,11.48,29.26,24.18,93.19,705181.48,Extant
Haliaeetus albicilla,Haliaeetus_albicilla,Accipitridae,Accipitriformes,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.3,Rock,3,2,Carnivore,Aquatic predator,Aerial,36.21,73.65,59.89,91.01,17404346.92,Extant
Haliaeetus leucocephalus,Haliaeetus_leucocephalus,Accipitridae,Accipitriformes,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,Wetland,3,3,Carnivore,Omnivore,Generalist,24.3,69.43,54.57,-113.86,9351853.96,Extant
Haliaeetus leucogaster,Haliaeetus_leucogaster,Accipitridae,Accipitriformes,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,Coastal,2,1,Carnivore,Aquatic predator,Aerial,-43.64,26.38,-9.12,123.68,5127370.7,Extant
Haliaeetus leucoryphus,Haliaeetus_leucoryphus,Accipitridae,Accipitriformes,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.9,Wetland,3,3,Carnivore,Aquatic predator,Aerial,19.59,32.57,27.12,85.7,533825.64,Extant
Haliaeetus pelagicus,Haliaeetus_pelagicus,Accipitridae,Accipitriformes,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,Wetland,3,3,Carnivore,Aquatic predator,Generalist,48.64,65.07,58.65,151.19,1293649.63,Extant
Haliaeetus sanfordi,Haliaeetus_sanfordi,Accipitridae,Accipitriformes,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,Forest,2,1,Carnivore,Omnivore,Generalist,-10.85,-5.01,-8.09,158.3,36124.13,Extant
Haliaeetus vocifer,Haliaeetus_vocifer,Accipitridae,Accipitriformes,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,Wetland,2,1,Carnivore,Aquatic predator,Insessorial,-34.84,18.6,-0.96,20.97,15637883.11,Extant
Haliaeetus vociferoides,Haliaeetus_vociferoides,Accipitridae,Accipitriformes,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-22.02,-11.95,-17.15,45.57,52761.99,Extant
Haliastur indus,Haliastur_indus,Accipitridae,Accipitriformes,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,Coastal,2,1,Carnivore,Omnivore,Generalist,-35.15,34.2,9.01,106.46,8840397.2,Extant
Haliastur sphenurus,Haliastur_sphenurus,Accipitridae,Accipitriformes,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,Wetland,2,1,Carnivore,Omnivore,Aerial,-39.24,-1.47,-23.9,137.2,5565646.93,Extant
Hamirostra melanosternon,Hamirostra_melanosternon,Accipitridae,Accipitriformes,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,Woodland,2,2,Carnivore,Vertivore,Aerial,-38.14,-9.94,-23.36,133.35,5297941.74,Extant
Harpagus bidentatus,Harpagus_bidentatus,Accipitridae,Accipitriformes,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Forest,2,1,Carnivore,Invertivore,Insessorial,-23.38,21.29,-2.54,-63.34,8976331.27,Extant
Harpagus diodon,Harpagus_diodon,Accipitridae,Accipitriformes,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,Forest,2,3,Carnivore,Invertivore,Insessorial,-30.93,-11.78,-21.13,-50.61,2345332.63,Extant
Harpia harpyja,Harpia_harpyja,Accipitridae,Accipitriformes,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,Forest,1,1,Carnivore,Vertivore,Insessorial,-30.4,19.09,-8.03,-56.95,11064295.35,Extant
Harpyhaliaetus coronatus,Harpyhaliaetus_coronatus,Accipitridae,Accipitriformes,60.9,39.9,15.8,29.7,119.4,533,177.5,361.2,33,262.2,2950,Shrubland,2,2,Carnivore,Vertivore,Insessorial,-38.92,-9.72,-22.07,-55.75,4233989.28,Extant
Harpyhaliaetus solitarius,Harpyhaliaetus_solitarius,Accipitridae,Accipitriformes,58.6,36.8,18.7,28,120.4,526.2,150.6,370.9,28.9,245.3,3000,Forest,1,1,Carnivore,Vertivore,Insessorial,-23.22,29.01,3.86,-82.33,998204.29,Extant
Harpyopsis novaeguineae,Harpyopsis_novaeguineae,Accipitridae,Accipitriformes,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,Forest,1,1,Carnivore,Vertivore,Insessorial,-10.7,-0.34,-5.26,140.92,730591.98,Extant
Helicolestes hamatus,Helicolestes_hamatus,Accipitridae,Accipitriformes,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,22.3,125.5,425.5,Forest,2,1,Carnivore,Invertivore,Insessorial,-16.03,10.67,-3.11,-65.26,2374863.31,Extant
Henicopernis infuscatus,Henicopernis_infuscatus,Accipitridae,Accipitriformes,30.8,20.5,10.1,15.3,41.4,337,127,210,37.7,253,571.2,Forest,2,1,Carnivore,Invertivore,Generalist,-6.32,-4.14,-5.47,150.66,33424.21,Extant
Henicopernis longicauda,Henicopernis_longicauda,Accipitridae,Accipitriformes,31.7,21.6,11.2,14.3,50.4,394.6,157.2,241.5,39.4,301.4,571.2,Forest,2,1,Carnivore,Invertivore,Generalist,-10.73,0.04,-5.35,140.86,750041.01,Extant
Hieraaetus ayresii,Hieraaetus_ayresii,Accipitridae,Accipitriformes,33.5,20.5,11.7,17.8,68.2,383.5,130,251.8,34.2,210,806.1,Woodland,3,1,Carnivore,Vertivore,Aerial,-21.33,14.04,-5.21,29.21,5863148.99,Extant
Hieraaetus morphnoides,Hieraaetus_morphnoides,Accipitridae,Accipitriformes,35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,Forest,2,1,Carnivore,Vertivore,Generalist,-39.14,-10.7,-25.34,134.65,7265023.22,Extant
Hieraaetus pennatus,Hieraaetus_pennatus,Accipitridae,Accipitriformes,33.8,19.1,10.1,17,65.3,361.8,151.3,209.1,42,198,823.8,Forest,1,3,Carnivore,Vertivore,Generalist,-34.84,57.55,42.1,55.17,6138248.03,Extant
Hieraaetus spilogaster,Hieraaetus_spilogaster,Accipitridae,Accipitriformes,44,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,Grassland,3,1,Carnivore,Vertivore,Generalist,-29.06,17.46,-2.84,24.33,12423292.01,Extant
Hieraaetus weiskei,Hieraaetus_weiskei,Accipitridae,Accipitriformes,30.4,18.9,10,17,55,337,111.5,225.5,33.5,172,775.1,Forest,1,1,Carnivore,Vertivore,Generalist,-10.77,-0.34,-5.34,141.06,665554.04,Extant
Ichthyophaga humilis,Ichthyophaga_humilis,Accipitridae,Accipitriformes,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,Wetland,3,1,Carnivore,Aquatic predator,Insessorial,-6.5,31.96,9.46,104.74,2763882.32,Extant
Ichthyophaga ichthyaetus,Ichthyophaga_ichthyaetus,Accipitridae,Accipitriformes,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,Woodland,3,1,Carnivore,Aquatic predator,Insessorial,-7.82,29.13,10.81,102.19,3707887.55,Extant
Ictinaetus malayensis,Ictinaetus_malayensis,Accipitridae,Accipitriformes,51.5,26.1,13.7,18.6,68.7,552.8,240.5,316.8,43.2,314.4,1028,Forest,1,1,Carnivore,Vertivore,Aerial,-8.85,32.85,9.61,101.89,3231811.39,Extant
Ictinia mississippiensis,Ictinia_mississippiensis,Accipitridae,Accipitriformes,23,14.7,11,12.3,37,291.8,156.5,135.2,53.6,150.2,276,Woodland,2,3,Carnivore,Invertivore,Generalist,28.86,42.56,33.57,-92.91,824795.96,Extant
Ictinia plumbea,Ictinia_plumbea,Accipitridae,Accipitriformes,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Forest,2,1,Carnivore,Invertivore,Generalist,-29.27,23.69,-7.01,-60.39,12719722.18,Extant
Kaupifalco monogrammicus,Kaupifalco_monogrammicus,Accipitridae,Accipitriformes,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,32.4,142.6,278.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,-29.27,17.06,-0.96,19.34,13079368.52,Extant
Leptodon cayanensis,Leptodon_cayanensis,Accipitridae,Accipitriformes,33.9,22.4,11.5,16,38.5,302.8,57,245.8,18.8,221.8,474,Forest,2,1,Carnivore,Omnivore,Insessorial,-28.62,21.61,-6.35,-60.36,12071802.08,Extant
Leptodon forbesi,Leptodon_forbesi,Accipitridae,Accipitriformes,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577,Forest,2,1,Carnivore,Omnivore,Insessorial,-12.53,-6.37,-8.94,-35.99,52831.24,Extant
Leucopternis albicollis,Leucopternis_albicollis,Accipitridae,Accipitriformes,38.8,24.8,14.2,19.6,82.9,358.3,93.2,273.6,25.4,216.8,703.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-19.87,18.86,-3.96,-63.68,8478535.51,Extant
Leucopternis kuhli,Leucopternis_kuhli,Accipitridae,Accipitriformes,30.4,18.3,11.4,15,56.2,207.6,54.5,156.6,25.8,148.6,352.1,Forest,1,1,Carnivore,Vertivore,Insessorial,-15.21,-0.54,-7.38,-63.49,2375316.62,Extant
Leucopternis lacernulatus,Leucopternis_lacernulatus,Accipitridae,Accipitriformes,34.8,21.5,11.7,15.5,77.2,293.8,87,207.2,29.6,157,312,Forest,1,1,Carnivore,Vertivore,Insessorial,-27.15,-5.72,-17.46,-41.19,139998.95,Extant
Leucopternis melanops,Leucopternis_melanops,Accipitridae,Accipitriformes,29.6,18.3,11.1,15.3,56.5,210.8,60.5,149.2,28.9,130,312,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.35,8.65,1.4,-62.88,2570861.92,Extant
Leucopternis occidentalis,Leucopternis_occidentalis,Accipitridae,Accipitriformes,36,22.9,12.4,18.5,76.2,346.2,97.8,248.5,28.2,192,660,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.38,0.91,-3.58,-79.86,6586.81,Extant
Leucopternis plumbeus,Leucopternis_plumbeus,Accipitridae,Accipitriformes,32.1,21,11.2,16.7,58.9,238,74.2,164.8,31,145.4,482,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.13,9.63,4.34,-77.68,162116.76,Extant
Leucopternis polionotus,Leucopternis_polionotus,Accipitridae,Accipitriformes,38.4,24.2,12.8,19.7,84.6,365.8,111.5,245.5,31.3,188.2,703.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-30.32,-6.11,-20.38,-44.89,813060.78,Extant
Leucopternis princeps,Leucopternis_princeps,Accipitridae,Accipitriformes,43.5,28.6,13.8,20.4,86.5,364.7,107.4,257.2,29.5,192.7,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.51,10.99,3.02,-78.75,113390.9,Extant
Leucopternis schistaceus,Leucopternis_schistaceus,Accipitridae,Accipitriformes,35.5,22.6,12.6,18.1,75.7,272,70,204.5,25.5,173.2,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-17.91,4.95,-5.46,-66.17,3642728.14,Extant
Leucopternis semiplumbeus,Leucopternis_semiplumbeus,Accipitridae,Accipitriformes,28.8,17.1,9.7,14.9,53.8,191,47.7,146.5,24.6,123.8,285,Forest,1,1,Carnivore,Vertivore,Insessorial,-0.54,14.87,8.38,-79.78,236308.06,Extant
Lophaetus occipitalis,Lophaetus_occipitalis,Accipitridae,Accipitriformes,46.6,23.6,11.1,17.4,93.3,373.6,116.1,255.3,31.3,201.4,1067,Forest,2,1,Carnivore,Vertivore,Insessorial,-34.44,17.44,-0.17,20.97,14031980.87,Extant
Lophoictinia isura,Lophoictinia_isura,Accipitridae,Accipitriformes,45.2,28.2,15.1,18.6,71.6,471.2,227,244.2,48.1,224.2,579.4,Forest,2,1,Carnivore,Vertivore,Aerial,-37.8,-17.67,-27.71,146.84,1100971,Extant
Lophotriorchis kienerii,Lophotriorchis_kienerii,Accipitridae,Accipitriformes,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799,Forest,2,1,Carnivore,Vertivore,Aerial,-9.11,29.46,9.42,104.2,3758691.08,Extant
Macheiramphus alcinus,Macheiramphus_alcinus,Accipitridae,Accipitriformes,45.1,15.1,9,12.7,54.2,360.2,179,186,49,189.8,650,Forest,2,1,Carnivore,Vertivore,Aerial,-26.98,16.64,-4.02,34.41,13573105.09,Extant
Megatriorchis doriae,Megatriorchis_doriae,Accipitridae,Accipitriformes,35.1,19.9,11.6,16.7,80,290.5,75.6,214.9,26,257.5,1000,Forest,1,1,Carnivore,Vertivore,Insessorial,-10.73,-0.34,-5.34,141.12,599836.92,Extant
Melierax canorus,Melierax_canorus,Accipitridae,Accipitriformes,33.5,18.8,11.1,23.8,100.6,353,141.5,215.8,39.7,230,663.3,Shrubland,3,1,Carnivore,Vertivore,Generalist,-34.84,-16.27,-25.28,21.47,2246754.63,Extant
Melierax gabar,Melierax_gabar,Accipitridae,Accipitriformes,20.2,11.5,7.8,11,47.2,187,64.6,123.7,34.3,147.5,169.6,Grassland,3,2,Carnivore,Vertivore,Insessorial,-34.84,19.43,-2.35,23.08,13910595.47,Extant
Melierax metabates,Melierax_metabates,Accipitridae,Accipitriformes,32.5,18.6,11,17.5,85.6,317.6,111.8,208.9,34.9,216,674.5,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-26.91,31.81,2.47,20.89,12484209.96,Extant
Melierax poliopterus,Melierax_poliopterus,Accipitridae,Accipitriformes,33.3,19.2,12.1,23.6,88.4,305.8,113.7,193.1,37.1,203.6,629.9,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-8.28,11.99,2.87,41.02,2071175.93,Extant
